# MPU6050 Phan 6 - Simulated Data
# Time_ms, Roll_Accel(deg), Pitch_Accel(deg), Roll_Gyro(deg), Pitch_Gyro(deg), Yaw_Gyro(deg), Roll_CF(deg), Pitch_CF(deg), Roll_KF(deg), Pitch_KF(deg), Ax_lin(g), Ay_lin(g), Az_lin(g)
61760,32.51,-19.12,-6.04,17.08,2.16,18.72,-23.25,18.60,-21.71,-0.0069,0.2898,0.0058
61770,15.22,-9.43,-6.02,17.07,2.16,18.66,-22.99,18.50,-21.30,-0.1568,0.0488,0.3642
61780,27.45,-35.52,-6.01,17.06,2.18,18.85,-23.24,18.78,-21.70,0.2500,0.1036,-0.1373
61790,29.00,-28.47,-5.99,17.05,2.17,19.07,-23.36,19.10,-21.88,0.1355,0.1595,-0.0682
61800,12.62,-33.73,-5.97,17.03,2.17,18.96,-23.58,18.92,-22.22,0.1410,-0.1343,-0.1243
61810,29.52,-20.90,-5.97,17.02,2.18,19.18,-23.54,19.25,-22.16,-0.0472,0.1430,-0.1030
61820,11.14,-7.98,-5.96,17.01,2.17,19.03,-23.24,19.01,-21.71,-0.2479,-0.1138,0.0988
61830,10.94,-34.10,-5.95,16.99,2.17,18.88,-23.47,18.77,-22.07,0.2890,-0.1144,0.0797
61840,14.65,-22.97,-5.94,16.98,2.18,18.80,-23.48,18.65,-22.08,-0.0126,-0.0699,-0.0270
61850,9.85,-15.24,-5.94,16.96,2.18,18.62,-23.33,18.37,-21.85,-0.1102,-0.1164,0.1216
61860,21.33,-23.02,-5.93,16.95,2.18,18.68,-23.33,18.46,-21.86,0.0612,0.0951,0.0825
61870,19.77,-31.75,-5.91,16.95,2.18,18.72,-23.51,18.51,-22.14,0.1649,0.0111,-0.0577
61880,16.72,-29.60,-5.91,16.94,2.18,18.68,-23.64,18.45,-22.35,-0.0131,-0.0976,-0.2502
61890,20.12,-28.50,-5.90,16.93,2.18,18.72,-23.75,18.50,-22.52,0.1728,0.0732,0.0993
61900,14.17,-30.52,-5.90,16.92,2.19,18.63,-23.89,18.36,-22.74,0.1361,-0.0659,0.0004
61910,14.02,-14.51,-5.88,16.91,2.19,18.56,-23.71,18.24,-22.48,-0.1786,-0.0702,-0.0205
61920,18.72,-18.92,-5.87,16.90,2.19,18.57,-23.62,18.25,-22.35,-0.1125,-0.0132,-0.0890
61930,18.74,-26.97,-5.86,16.89,2.19,18.58,-23.70,18.26,-22.47,0.1254,0.0465,0.0881
61940,19.22,0.17,-5.86,16.88,2.19,18.60,-23.23,18.29,-21.76,-0.4040,0.0336,0.0274
61950,14.25,-22.95,-5.85,16.87,2.19,18.52,-23.24,18.16,-21.78,-0.0188,-0.0756,-0.0573
61960,29.09,-12.83,-5.84,16.86,2.19,18.74,-23.04,18.50,-21.48,-0.2006,0.1006,-0.1952
61970,12.79,-16.85,-5.83,16.85,2.19,18.63,-22.92,18.32,-21.31,-0.0548,-0.0570,0.1415
61980,10.07,-19.44,-5.82,16.84,2.18,18.47,-22.86,18.07,-21.23,-0.0269,-0.1159,0.0686
61990,3.35,-20.21,-5.81,16.83,2.18,18.18,-22.83,17.62,-21.17,-0.0342,-0.2261,0.0155
62000,39.66,-25.76,-5.79,16.81,2.19,18.63,-22.90,18.29,-21.29,-0.0604,0.1344,-0.4001
62010,17.06,-14.13,-5.77,16.80,2.19,18.61,-22.74,18.26,-21.05,-0.1352,-0.0108,-0.0068
62020,19.37,-38.88,-5.75,16.78,2.18,18.65,-23.08,18.31,-21.57,0.3543,0.0179,-0.0353
62030,27.89,-36.45,-5.73,16.77,2.19,18.85,-23.35,18.61,-22.00,0.2759,0.1359,-0.0872
62040,11.25,-12.31,-5.72,16.75,2.18,18.71,-23.15,18.39,-21.70,-0.1698,-0.0881,0.1129
62050,3.87,-32.09,-5.72,16.74,2.18,18.42,-23.34,17.94,-22.00,0.2296,-0.2116,0.1018
62060,16.30,-18.58,-5.70,16.72,2.18,18.40,-23.26,17.90,-21.88,-0.0645,0.0046,0.0572
62070,16.76,-20.71,-5.69,16.71,2.17,18.37,-23.23,17.86,-21.83,0.0139,0.0382,0.1401
62080,17.26,-26.31,-5.67,16.69,2.17,18.36,-23.30,17.84,-21.95,-0.0144,-0.0452,-0.1604
62090,30.48,-17.18,-5.67,16.67,2.18,18.61,-23.21,18.22,-21.80,-0.0989,0.2044,-0.0712
62100,-6.12,-30.61,-5.66,16.65,2.17,18.13,-23.37,17.47,-22.05,0.1401,-0.3702,0.0078
62110,28.42,-24.30,-5.64,16.64,2.16,18.35,-23.40,17.80,-22.11,0.0106,0.1621,-0.0918
62120,21.07,-16.75,-5.64,16.62,2.16,18.40,-23.29,17.88,-21.94,-0.0759,0.1070,0.1052
62130,22.36,-12.80,-5.63,16.62,2.17,18.50,-23.07,18.02,-21.62,-0.1903,0.0539,-0.0780
62140,-11.59,-13.26,-5.62,16.60,2.17,17.91,-22.90,17.12,-21.36,-0.1224,-0.4894,0.1855
62150,31.16,-9.67,-5.61,16.59,2.17,18.18,-22.64,17.53,-20.98,-0.2231,0.1933,-0.1414
62160,5.55,-17.98,-5.60,16.58,2.17,17.94,-22.56,17.16,-20.86,0.0235,-0.1457,0.3023
62170,9.21,-10.12,-5.59,16.56,2.17,17.77,-22.33,16.91,-20.51,-0.1501,-0.0647,0.2727
62180,15.43,-21.11,-5.58,16.54,2.17,17.74,-22.33,16.85,-20.51,-0.0101,-0.0135,-0.0435
62190,17.15,-28.07,-5.56,16.53,2.17,17.74,-22.45,16.85,-20.71,0.2233,0.0694,0.1356
62200,23.43,-31.95,-5.55,16.53,2.17,17.86,-22.64,17.03,-21.02,0.1876,0.0989,-0.0914
62210,20.93,-19.07,-5.53,16.51,2.17,17.94,-22.59,17.15,-20.94,0.0025,0.1299,0.1147
62220,24.05,-21.67,-5.52,16.50,2.18,18.08,-22.58,17.35,-20.93,-0.0056,0.1123,-0.0604
62230,23.36,-40.97,-5.51,16.49,2.19,18.19,-22.96,17.53,-21.53,0.2748,0.0264,-0.2153
62240,41.24,-43.14,-5.49,16.47,2.18,18.67,-23.38,18.26,-22.17,0.0672,0.0482,-0.5247
62250,7.11,-21.64,-5.49,16.46,2.19,18.44,-23.36,17.91,-22.14,-0.0573,-0.1691,-0.0332
62260,9.49,-10.74,-5.47,16.44,2.20,18.28,-23.12,17.66,-21.79,-0.2111,-0.1123,0.0466
62270,20.08,-21.08,-5.46,16.43,2.21,18.33,-23.10,17.73,-21.76,0.0586,0.1278,0.1942
62280,23.42,-27.53,-5.45,16.42,2.21,18.44,-23.20,17.89,-21.92,0.1175,0.1130,0.0003
62290,19.69,-14.98,-5.45,16.40,2.21,18.47,-23.04,17.94,-21.69,-0.0968,0.0910,0.1381
62300,12.97,-26.93,-5.44,16.39,2.19,18.36,-23.14,17.78,-21.84,0.0394,-0.0901,-0.0763
62310,25.33,-19.72,-5.43,16.38,2.20,18.51,-23.07,18.00,-21.75,-0.0561,0.1174,-0.0557
62320,5.19,-18.92,-5.42,16.37,2.20,18.25,-23.01,17.61,-21.66,-0.0279,-0.1839,0.1454
62330,38.55,-1.88,-5.41,16.36,2.19,18.67,-22.59,18.25,-21.03,-0.3550,0.1442,-0.3631
62340,14.23,-21.01,-5.40,16.35,2.20,18.60,-22.57,18.13,-21.01,-0.0145,-0.0538,0.0082
62350,31.54,-28.39,-5.39,16.33,2.19,18.86,-22.70,18.54,-21.22,0.1558,0.2259,-0.0509
62360,2.19,-15.05,-5.37,16.32,2.20,18.55,-22.56,18.05,-21.01,-0.0803,-0.2423,0.2026
62370,32.69,-22.13,-5.35,16.31,2.19,18.85,-22.57,18.51,-21.03,0.0210,0.2378,-0.0765
62380,12.32,-15.51,-5.33,16.29,2.19,18.74,-22.44,18.33,-20.84,-0.0955,-0.0770,0.0763
62390,11.48,-22.69,-5.32,16.29,2.19,18.60,-22.45,18.12,-20.87,0.0682,-0.0759,0.1303
62400,23.47,-25.71,-5.31,16.27,2.19,18.71,-22.53,18.28,-21.00,-0.0176,0.0096,-0.2201
62410,10.51,-15.59,-5.30,16.26,2.19,18.56,-22.40,18.05,-20.81,-0.1199,-0.1181,-0.0161
62420,16.97,-33.78,-5.28,16.24,2.19,18.55,-22.64,18.02,-21.19,0.2096,-0.0232,-0.0569
62430,8.58,-26.53,-5.27,16.23,2.19,18.36,-22.73,17.73,-21.33,0.1414,-0.1170,0.1425
62440,9.21,-16.41,-5.26,16.22,2.18,18.18,-22.62,17.46,-21.17,-0.0844,-0.1061,0.0968
62450,21.29,-26.39,-5.25,16.21,2.19,18.26,-22.71,17.58,-21.31,0.0767,0.0684,-0.0373
62460,10.06,-31.64,-5.24,16.19,2.19,18.10,-22.91,17.34,-21.62,0.0784,-0.1330,-0.1514
62470,8.20,-24.35,-5.23,16.18,2.19,17.91,-22.95,17.05,-21.69,0.0892,-0.1075,0.1535
62480,4.01,-8.70,-5.22,16.17,2.19,17.65,-22.66,16.64,-21.27,-0.2484,-0.1884,-0.0116
62490,16.07,-37.86,-5.20,16.16,2.18,17.63,-22.98,16.62,-21.76,0.1487,-0.0553,-0.2319
62500,34.21,-20.34,-5.19,16.15,2.18,17.97,-22.94,17.14,-21.71,-0.0836,0.2061,-0.2079
62510,8.24,-18.87,-5.18,16.14,2.20,17.78,-22.87,16.85,-21.61,-0.0494,-0.1118,0.0833
62520,12.39,-46.75,-5.17,16.13,2.19,17.69,-23.36,16.70,-22.36,0.3798,-0.0900,-0.1649
62530,14.00,-19.56,-5.16,16.12,2.20,17.63,-23.28,16.61,-22.26,0.0277,0.0462,0.2903
62540,15.36,-22.55,-5.15,16.11,2.20,17.59,-23.28,16.56,-22.26,-0.0719,-0.0367,-0.1227
62550,33.35,-3.17,-5.13,16.10,2.21,17.92,-22.89,17.06,-21.67,-0.3277,0.3354,0.0171
62560,14.55,-31.71,-5.12,16.10,2.21,17.86,-23.07,16.98,-21.97,0.2008,-0.0222,0.0391
62570,21.54,-12.32,-5.11,16.08,2.21,17.95,-22.87,17.11,-21.66,-0.1992,0.0497,-0.0894
62580,35.22,-18.70,-5.10,16.07,2.21,18.31,-22.80,17.65,-21.56,-0.1407,0.1338,-0.3000
62590,23.28,-18.34,-5.10,16.05,2.20,18.41,-22.73,17.81,-21.46,-0.0381,0.1243,0.0615
62600,20.65,-35.08,-5.09,16.04,2.20,18.46,-22.99,17.90,-21.86,0.2127,0.0194,-0.0760
62610,14.61,-27.68,-5.08,16.03,2.21,18.39,-23.09,17.79,-22.03,0.1102,-0.0379,0.0518
62620,32.45,-19.00,-5.07,16.00,2.21,18.68,-23.03,18.24,-21.94,-0.0282,0.2753,0.0153
62630,14.79,-23.80,-5.07,16.00,2.21,18.60,-23.06,18.12,-21.99,0.0394,-0.0412,0.0696
62640,9.90,-14.38,-5.06,15.97,2.21,18.44,-22.91,17.87,-21.76,-0.0922,-0.0880,0.2513
62650,11.52,-25.72,-5.05,15.96,2.22,18.31,-22.97,17.68,-21.87,0.0177,-0.1128,-0.0615
62660,0.54,-25.30,-5.05,15.96,2.22,17.96,-23.02,17.14,-21.96,0.0071,-0.2614,-0.0473
62670,30.31,-34.66,-5.04,15.95,2.21,18.21,-23.27,17.54,-22.33,0.1342,0.1147,-0.2154
62680,-5.50,-30.90,-5.03,15.93,2.21,17.75,-23.43,16.83,-22.60,0.1271,-0.3428,0.0051
62690,15.19,-24.53,-5.01,15.92,2.21,17.72,-23.47,16.77,-22.65,0.0531,0.0080,0.0911
62700,15.58,-20.85,-5.01,15.91,2.21,17.68,-23.42,16.72,-22.59,-0.0718,-0.0209,-0.0406
62710,31.57,-23.47,-5.00,15.91,2.21,17.97,-23.43,17.16,-22.61,0.0889,0.3284,0.0898
62720,-0.55,-22.78,-4.98,15.90,2.21,17.61,-23.42,16.61,-22.62,-0.0345,-0.2683,0.0008
62730,10.27,-17.08,-4.97,15.89,2.21,17.47,-23.30,16.41,-22.44,-0.1740,-0.1225,-0.1594
62740,14.27,-18.19,-4.96,15.88,2.23,17.42,-23.22,16.32,-22.31,-0.0688,-0.0074,0.0787
62750,14.90,-23.55,-4.96,15.86,2.22,17.37,-23.24,16.26,-22.35,0.0039,-0.0159,0.0011
62760,11.07,-28.76,-4.94,15.85,2.22,17.26,-23.36,16.09,-22.54,0.1212,-0.0654,0.0480
62770,16.91,-22.43,-4.93,15.84,2.22,17.27,-23.35,16.10,-22.53,-0.0409,0.0045,-0.0526
62780,5.32,-14.01,-4.92,15.83,2.23,17.04,-23.18,15.75,-22.27,-0.1852,-0.1638,-0.0624
62790,18.69,-21.67,-4.90,15.81,2.22,17.09,-23.16,15.83,-22.25,0.0043,0.0746,0.0566
62800,-5.37,-24.43,-4.89,15.80,2.22,16.65,-23.20,15.17,-22.32,0.0119,-0.3109,-0.0014
62810,12.50,-18.95,-4.87,15.78,2.22,16.59,-23.13,15.07,-22.21,0.0215,0.0316,0.2774
62820,9.55,-26.45,-4.86,15.77,2.21,16.46,-23.21,14.87,-22.33,0.1248,-0.0520,0.1317
62830,22.62,-26.42,-4.85,15.76,2.21,16.59,-23.28,15.08,-22.45,0.1325,0.1809,0.0891
62840,30.60,-15.96,-4.85,15.76,2.20,16.87,-23.14,15.52,-22.25,-0.1042,0.2770,-0.0182
62850,19.24,-24.20,-4.84,15.74,2.20,16.93,-23.17,15.61,-22.30,-0.1023,-0.0343,-0.2806
62860,30.64,-13.88,-4.83,15.73,2.20,17.21,-23.00,16.05,-22.05,-0.1578,0.2127,-0.0928
62870,14.76,-29.94,-4.82,15.71,2.20,17.17,-23.16,15.99,-22.29,0.0977,-0.0413,-0.0652
62880,7.72,-34.18,-4.81,15.70,2.20,16.99,-23.39,15.72,-22.65,0.1995,-0.1320,-0.0088
62890,29.89,-17.73,-4.80,15.68,2.20,17.26,-23.29,16.13,-22.50,-0.0620,0.2610,0.0262
62900,18.56,-17.96,-4.79,15.67,2.20,17.29,-23.20,16.19,-22.36,-0.0486,0.0732,0.1233
62910,15.38,-31.22,-4.79,15.65,2.20,17.26,-23.38,16.15,-22.63,0.1970,-0.0042,0.0627
62920,18.52,-21.73,-4.77,15.64,2.19,17.30,-23.35,16.22,-22.61,0.0500,0.0932,0.1859
62930,19.22,-25.90,-4.76,15.63,2.19,17.35,-23.42,16.29,-22.71,0.0374,0.0296,-0.0329
62940,14.77,-11.68,-4.75,15.61,2.20,17.31,-23.20,16.23,-22.37,-0.1965,-0.0210,0.0500
62950,3.78,-26.47,-4.75,15.61,2.20,17.04,-23.27,15.83,-22.49,0.0795,-0.1992,0.0599
62960,13.08,-13.93,-4.74,15.60,2.20,16.97,-23.09,15.73,-22.22,-0.1537,-0.0389,0.0431
62970,17.75,-10.32,-4.74,15.58,2.21,16.99,-22.85,15.77,-21.86,-0.1754,0.0903,0.1887
62980,13.20,-17.18,-4.73,15.57,2.21,16.92,-22.75,15.67,-21.71,-0.0547,-0.0207,0.1112
62990,28.82,-19.65,-4.71,15.55,2.21,17.17,-22.70,16.06,-21.64,-0.0862,0.1263,-0.1968
63000,19.49,-20.00,-4.71,15.54,2.23,17.22,-22.66,16.15,-21.58,-0.0302,0.0460,-0.0151
63010,8.09,-10.14,-4.70,15.53,2.22,17.05,-22.43,15.88,-21.22,-0.2026,-0.1363,0.0001
63020,2.96,-22.88,-4.70,15.51,2.22,16.77,-22.45,15.47,-21.27,0.1493,-0.1924,0.3088
63030,15.29,-31.35,-4.69,15.49,2.23,16.75,-22.65,15.44,-21.57,0.1657,-0.0173,-0.0601
63040,13.32,-6.42,-4.67,15.48,2.22,16.70,-22.34,15.36,-21.10,-0.2810,-0.0689,-0.1500
63050,17.54,-27.02,-4.67,15.46,2.22,16.72,-22.45,15.40,-21.27,0.1498,0.0570,0.0601
63060,8.78,-14.44,-4.66,15.45,2.22,16.57,-22.30,15.18,-21.04,-0.1128,-0.0962,0.0655
63070,10.52,-28.80,-4.64,15.44,2.23,16.46,-22.44,15.03,-21.26,0.1302,-0.0769,-0.0190
63080,25.25,-20.65,-4.63,15.43,2.23,16.66,-22.41,15.32,-21.23,-0.0083,0.1646,-0.0388
63090,14.91,-19.26,-4.61,15.41,2.24,16.63,-22.36,15.29,-21.16,0.0057,0.0273,0.1299
63100,11.09,-23.53,-4.60,15.40,2.23,16.53,-22.40,15.15,-21.22,-0.0252,-0.0954,-0.1333
63110,16.83,-31.68,-4.59,15.39,2.23,16.55,-22.60,15.18,-21.53,0.1750,0.0119,-0.0535
63120,28.98,-11.36,-4.58,15.39,2.23,16.81,-22.38,15.58,-21.20,-0.1833,0.2051,-0.0765
63130,15.66,-22.64,-4.56,15.37,2.23,16.81,-22.40,15.58,-21.23,0.0889,0.0401,0.1577
63140,19.90,-27.94,-4.55,15.35,2.23,16.88,-22.53,15.69,-21.43,0.1546,0.0806,0.0347
63150,10.95,-32.05,-4.53,15.34,2.24,16.78,-22.73,15.54,-21.75,0.0918,-0.1152,-0.1593
63160,28.02,-39.53,-4.52,15.32,2.24,17.01,-23.08,15.90,-22.29,0.3162,0.1438,-0.1369
63170,26.78,-12.52,-4.50,15.32,2.24,17.22,-22.87,16.23,-21.98,-0.1065,0.3206,0.2744
63180,7.42,-25.50,-4.50,15.31,2.24,17.04,-22.94,15.95,-22.08,0.1105,-0.1387,0.1482
63190,4.50,-19.00,-4.49,15.29,2.25,16.79,-22.87,15.58,-21.99,-0.0468,-0.1875,0.1065
63200,17.18,-30.18,-4.48,15.28,2.25,16.81,-23.03,15.62,-22.23,0.1462,0.0152,-0.0169
63210,18.78,-17.24,-4.47,15.27,2.25,16.86,-22.93,15.70,-22.08,-0.0381,0.1140,0.1973
63220,17.96,-21.85,-4.45,15.25,2.25,16.90,-22.93,15.77,-22.08,-0.0906,-0.0296,-0.1847
63230,5.59,-28.83,-4.44,15.23,2.26,16.68,-23.06,15.44,-22.28,0.1551,-0.1653,0.0892
63240,15.82,-18.82,-4.44,15.22,2.25,16.66,-22.99,15.43,-22.18,-0.1090,-0.0225,-0.0856
63250,21.47,-9.84,-4.43,15.21,2.26,16.77,-22.73,15.60,-21.80,-0.2350,0.0792,-0.0535
63260,10.84,-15.89,-4.42,15.19,2.25,16.67,-22.61,15.44,-21.61,-0.0958,-0.0681,0.0882
63270,21.18,-25.88,-4.41,15.18,2.25,16.76,-22.69,15.59,-21.73,0.0707,0.0797,-0.0400
63280,26.76,-31.31,-4.41,15.17,2.24,16.97,-22.87,15.92,-22.02,0.1771,0.1550,-0.0794
63290,19.11,-23.59,-4.40,15.16,2.24,17.02,-22.90,16.01,-22.06,-0.0145,0.0154,-0.0839
63300,22.07,-40.31,-4.38,15.16,2.25,17.13,-23.25,16.19,-22.61,0.1581,-0.0237,-0.2921
63310,20.21,-8.84,-4.37,15.13,2.24,17.20,-22.98,16.30,-22.20,-0.2314,0.0995,0.1145
63320,9.52,-21.51,-4.37,15.12,2.25,17.06,-22.96,16.08,-22.18,-0.0897,-0.1458,-0.1434
63330,5.45,-15.37,-4.35,15.11,2.25,16.84,-22.82,15.75,-21.97,-0.0633,-0.1527,0.2722
63340,13.88,-21.52,-4.35,15.10,2.24,16.78,-22.81,15.68,-21.95,-0.0356,-0.0471,-0.0471
63350,9.31,-18.84,-4.33,15.08,2.25,16.65,-22.75,15.48,-21.85,-0.0057,-0.0770,0.1829
63360,11.84,-35.60,-4.32,15.06,2.24,16.57,-23.02,15.36,-22.28,0.0809,-0.1177,-0.2705
63370,27.20,-14.82,-4.31,15.05,2.25,16.79,-22.87,15.70,-22.04,-0.0852,0.2634,0.1052
63380,28.50,-17.93,-4.30,15.04,2.26,17.03,-22.78,16.08,-21.91,0.0021,0.2988,0.1367
63390,10.32,-17.88,-4.30,15.04,2.25,16.90,-22.68,15.89,-21.78,-0.0245,-0.0762,0.1748
63400,21.24,-17.47,-4.29,15.04,2.25,17.00,-22.58,16.04,-21.63,-0.1489,-0.0090,-0.2373
63410,15.58,-22.73,-4.28,15.02,2.25,16.98,-22.60,16.02,-21.66,-0.0259,-0.0485,-0.1077
63420,22.67,-17.79,-4.27,15.00,2.24,17.10,-22.52,16.21,-21.54,-0.0291,0.1383,0.0801
63430,25.50,-18.36,-4.27,14.99,2.24,17.27,-22.45,16.48,-21.43,-0.0309,0.1595,0.0152
63440,-0.59,-21.29,-4.26,14.99,2.25,16.92,-22.43,15.96,-21.42,-0.0015,-0.2879,0.0352
63450,20.59,-22.42,-4.24,14.98,2.25,17.01,-22.44,16.10,-21.43,0.0046,0.0475,-0.0596
63460,2.98,-14.87,-4.23,14.96,2.25,16.74,-22.30,15.69,-21.23,-0.0682,-0.2091,0.2158
63470,21.52,-21.69,-4.22,14.95,2.26,16.85,-22.31,15.86,-21.23,0.1780,0.2380,0.3559
63480,18.86,-11.20,-4.21,14.94,2.26,16.90,-22.09,15.94,-20.91,-0.1791,0.0382,-0.0187
63490,7.58,-14.75,-4.20,14.92,2.26,16.72,-21.96,15.68,-20.72,-0.1064,-0.1439,0.0322
63500,13.21,-39.39,-4.18,14.90,2.26,16.67,-22.33,15.60,-21.28,0.3976,-0.0539,-0.0259
63510,10.73,-10.74,-4.18,14.89,2.27,16.55,-22.11,15.43,-20.94,-0.1666,-0.0581,0.1504
63520,17.63,-8.69,-4.17,14.89,2.26,16.59,-21.84,15.49,-20.55,-0.2034,0.0606,0.0782
63530,28.20,-28.94,-4.15,14.87,2.26,16.83,-22.00,15.86,-20.79,0.1041,0.1311,-0.1957
63540,5.67,-4.07,-4.14,14.86,2.27,16.62,-21.66,15.55,-20.27,-0.3019,-0.1877,-0.1212
63550,34.36,-19.65,-4.13,14.85,2.26,16.99,-21.63,16.11,-20.23,-0.0246,0.2472,-0.1715
63560,20.41,-25.98,-4.12,14.84,2.26,17.07,-21.72,16.24,-20.38,0.3158,0.2015,0.3650
63570,6.88,-7.68,-4.11,14.83,2.25,16.87,-21.45,15.95,-19.97,-0.2261,-0.1622,0.0534
63580,17.57,-4.76,-4.09,14.81,2.25,16.90,-21.14,16.00,-19.49,-0.2773,-0.0191,-0.1246
63590,31.72,-8.51,-4.09,14.79,2.25,17.20,-20.90,16.46,-19.14,-0.1948,0.2151,-0.1296
63600,22.72,-23.93,-4.08,14.79,2.24,17.32,-20.97,16.65,-19.25,0.1564,0.1361,0.0880
63610,10.84,-26.43,-4.07,14.78,2.25,17.20,-21.09,16.47,-19.44,0.1806,-0.0945,0.0979
63620,19.74,-14.73,-4.06,14.76,2.25,17.26,-20.98,16.57,-19.28,-0.0619,0.0742,0.0779
63630,39.12,-22.94,-4.05,14.75,2.25,17.71,-21.03,17.26,-19.36,0.1114,0.3814,-0.1002
63640,15.46,-29.74,-4.04,14.74,2.25,17.67,-21.21,17.21,-19.65,0.2064,-0.0499,0.0091
63650,9.53,-33.60,-4.03,14.71,2.25,17.52,-21.48,16.98,-20.07,0.2524,-0.1527,-0.0190
63660,19.51,-21.64,-4.02,14.69,2.24,17.57,-21.51,17.06,-20.11,-0.0502,-0.0305,-0.1672
63670,20.18,-1.60,-4.01,14.68,2.24,17.63,-21.12,17.16,-19.52,-0.3407,-0.0185,-0.1573
63680,9.99,-13.70,-4.00,14.68,2.25,17.49,-20.98,16.95,-19.31,-0.1129,-0.1276,0.0414
63690,18.42,-16.75,-3.99,14.66,2.26,17.51,-20.90,16.99,-19.21,-0.0513,0.0163,0.0087
63700,3.67,-17.98,-3.98,14.64,2.26,17.25,-20.87,16.59,-19.15,-0.0250,-0.2263,0.0593
63710,8.31,-17.78,-3.97,14.62,2.26,17.08,-20.83,16.33,-19.09,-0.0138,-0.1312,0.0903
63720,17.61,-23.84,-3.96,14.61,2.26,17.10,-20.90,16.37,-19.21,0.1729,0.0781,0.1868
63730,-0.74,-34.47,-3.96,14.60,2.26,16.75,-21.18,15.83,-19.65,0.1862,-0.2840,-0.1466
63740,20.74,-17.31,-3.95,14.59,2.26,16.83,-21.11,15.97,-19.56,-0.0294,0.1088,0.0612
63750,-2.71,-27.00,-3.94,14.57,2.27,16.45,-21.24,15.39,-19.77,0.1529,-0.3122,0.0752
63760,-0.48,-25.45,-3.93,14.56,2.27,16.12,-21.34,14.90,-19.92,0.0395,-0.2567,-0.0797
63770,10.58,-21.30,-3.91,14.56,2.27,16.03,-21.34,14.75,-19.94,-0.0044,-0.0684,-0.0137
63780,18.38,-28.24,-3.91,14.55,2.28,16.09,-21.49,14.84,-20.17,0.1156,0.0469,-0.0711
63790,19.87,-15.88,-3.90,14.53,2.28,16.17,-21.39,14.98,-20.03,-0.0093,0.1924,0.2738
63800,15.38,-34.50,-3.89,14.52,2.27,16.16,-21.66,14.98,-20.45,0.2739,0.0020,-0.0253
63810,12.13,-8.36,-3.88,14.51,2.27,16.09,-21.41,14.87,-20.07,-0.2382,-0.0416,0.0255
63820,20.78,-16.83,-3.87,14.49,2.28,16.19,-21.34,15.03,-19.96,-0.0949,0.0781,-0.0776
63830,7.99,-21.77,-3.87,14.48,2.28,16.03,-21.36,14.79,-20.00,-0.0350,-0.1326,-0.1044
63840,20.29,-28.78,-3.87,14.46,2.29,16.11,-21.52,14.93,-20.26,0.0472,0.0178,-0.2162
63850,3.71,-26.81,-3.86,14.46,2.29,15.88,-21.64,14.58,-20.44,0.1627,-0.1740,0.1370
63860,14.12,-18.50,-3.84,14.43,2.28,15.86,-21.60,14.55,-20.38,-0.0297,0.0173,0.0830
63870,14.62,-9.38,-3.83,14.42,2.28,15.85,-21.37,14.54,-20.04,-0.2276,-0.0140,-0.0734
63880,9.27,-31.30,-3.81,14.40,2.28,15.73,-21.58,14.36,-20.37,0.1063,-0.1095,-0.1551
63890,16.01,-25.57,-3.79,14.39,2.27,15.76,-21.67,14.40,-20.51,0.0883,0.0340,0.0067
63900,17.73,-4.62,-3.78,14.38,2.28,15.81,-21.34,14.48,-20.02,-0.3006,0.0312,-0.0900
63910,25.38,-20.06,-3.77,14.36,2.27,16.01,-21.33,14.80,-20.01,-0.0096,0.1744,-0.0461
63920,0.71,-9.56,-3.76,14.35,2.28,15.72,-21.10,14.36,-19.67,-0.2354,-0.2307,-0.1921
63930,13.88,-14.86,-3.75,14.34,2.27,15.69,-20.99,14.32,-19.51,-0.0919,-0.0014,0.0286
63940,7.98,-13.12,-3.74,14.34,2.27,15.54,-20.84,14.10,-19.28,-0.1215,-0.0989,0.0301
63950,19.11,-22.65,-3.73,14.32,2.27,15.62,-20.89,14.23,-19.37,0.1284,0.1382,0.1509
63960,21.72,-21.21,-3.72,14.32,2.27,15.75,-20.90,14.44,-19.39,0.0231,0.1146,-0.0340
63970,20.24,-10.23,-3.70,14.32,2.28,15.86,-20.69,14.61,-19.08,-0.1781,0.0737,-0.0582
63980,11.61,-34.69,-3.69,14.31,2.29,15.79,-20.98,14.50,-19.54,0.1392,-0.1028,-0.2295
63990,19.17,-7.21,-3.68,14.30,2.29,15.86,-20.71,14.63,-19.14,-0.1977,0.1287,0.1608
64000,1.05,-21.08,-3.68,14.29,2.29,15.57,-20.73,14.19,-19.18,0.0634,-0.2221,0.1232
64010,-0.70,-14.34,-3.66,14.28,2.29,15.26,-20.61,13.72,-19.00,-0.1030,-0.2403,-0.0060
64020,4.47,-22.61,-3.65,14.27,2.29,15.06,-20.66,13.41,-19.09,-0.0342,-0.1630,-0.1991
64030,17.96,-28.95,-3.63,14.26,2.29,15.13,-20.83,13.53,-19.37,0.0913,0.0221,-0.1727
64040,22.32,-25.51,-3.62,14.25,2.29,15.29,-20.94,13.77,-19.54,0.0890,0.1218,-0.0688
64050,-10.41,-27.11,-3.61,14.25,2.29,14.78,-21.06,13.01,-19.74,0.2006,-0.4047,0.1502
64060,24.55,-17.96,-3.60,14.23,2.29,14.99,-21.02,13.34,-19.68,-0.0119,0.2280,0.0467
64070,20.65,-28.18,-3.59,14.22,2.30,15.11,-21.18,13.53,-19.93,0.0439,0.0466,-0.2097
